"chart","year","rank","title","artist","image"
"hot-country-songs","2017","83","How I'll Always Be","Tim McGraw","https://charts-static.billboard.com/img/2016/07/tim-mcgraw-eb5-53x53.jpg"
"hot-country-songs","2017","84","Outta Style","Aaron Watson","https://charts-static.billboard.com/img/2016/12/aaron-watson-r01-53x53.jpg"
"hot-country-songs","2017","85","A Little More Summertime","Jason Aldean","https://charts-static.billboard.com/img/2016/07/jason-aldean-sa0-53x53.jpg"
"hot-country-songs","2017","86","Parachute","Chris Stapleton","https://charts-static.billboard.com/img/2013/07/chris-stapleton-kx1-53x53.jpg"
"hot-country-songs","2017","87","Holdin' Her","Chris Janson","https://charts-static.billboard.com/img/2016/05/chris-janson-cex-53x53.jpg"
"hot-country-songs","2017","88","Makin' Me Look Good Again","Drake White","https://charts-static.billboard.com/img/2016/12/drake-white-8eh-53x53.jpg"
"hot-country-songs","2017","89","Either Way","Chris Stapleton","https://charts-static.billboard.com/img/2013/07/chris-stapleton-kx1-53x53.jpg"
"hot-country-songs","2017","90","Love Triangle","RaeLynn","https://charts-static.billboard.com/img/2016/08/raelynn-gds-53x53.jpg"
"hot-country-songs","2017","91","California","Big & Rich","https://charts-static.billboard.com/img/2017/03/big-rich-s6k-53x53.jpg"
"hot-country-songs","2017","92","Singles You Up","Jordan Davis","https://charts-static.billboard.com/img/2017/07/jordan-davis-err-53x53.jpg"
"hot-country-songs","2017","93","Outskirts Of Heaven","Craig Campbell","https://charts-static.billboard.com/img/2016/04/craig-campbell-d8j-53x53.jpg"
"hot-country-songs","2017","94","Baby, Let's Lay Down And Dance","Garth Brooks","https://charts-static.billboard.com/img/2016/10/garth-brooks-vps-53x53.jpg"
"hot-country-songs","2017","95","Sleep Without You","Brett Young","https://charts-static.billboard.com/img/2016/03/brett-young-9rw-53x53.jpg"
"hot-country-songs","2017","96","Middle Of A Memory","Cole Swindell","https://charts-static.billboard.com/img/2016/05/cole-swindell-lq3-53x53.jpg"
"hot-country-songs","2017","97","The Long Way","Brett Eldredge","https://charts-static.billboard.com/img/2017/06/brett-eldredge-7y9-the-long-way-31v-53x53.jpg"
"hot-country-songs","2017","98","Tennessee Whiskey","Chris Stapleton","https://charts-static.billboard.com/img/2013/07/chris-stapleton-kx1-53x53.jpg"
"hot-country-songs","2017","99","Found You","Kane Brown","https://charts-static.billboard.com/img/2017/09/kane-brown-k3k-53x53.jpg"
"hot-country-songs","2017","100","Good Company","Jake Owen","https://charts-static.billboard.com/img/2017/04/jake-owen-17q-53x53.jpg"
"hot-country-songs","2018","1","Meant To Be","Bebe Rexha & Florida Georgia Line","https://charts-static.billboard.com/img/2017/10/bebe-rexha-8wm-53x53.jpg"
"hot-country-songs","2018","2","Heaven","Kane Brown","https://charts-static.billboard.com/img/2017/10/kane-brown-k3k-53x53.jpg"
"hot-country-songs","2018","3","Tequila","Dan + Shay","https://charts-static.billboard.com/img/2018/01/dan-shay-aqf-tequila-6pp-53x53.jpg"
"hot-country-songs","2018","4","You Make It Easy","Jason Aldean","https://charts-static.billboard.com/img/2018/02/jason-aldean-sa0-53x53.jpg"
"hot-country-songs","2018","5","Marry Me","Thomas Rhett","https://charts-static.billboard.com/img/2012/02/thomas-rhett-gl5-53x53.jpg"
"hot-country-songs","2018","6","One Number Away","Luke Combs","https://charts-static.billboard.com/img/2017/06/luke-combs-y14-53x53.jpg"
"hot-country-songs","2018","7","Simple","Florida Georgia Line","https://charts-static.billboard.com/img/2018/06/florida-georgia-line-wbf-53x53.jpg"
"hot-country-songs","2018","8","Get Along","Kenny Chesney","https://charts-static.billboard.com/img/2018/04/kenny-chesney-0nz-53x53.jpg"
"hot-country-songs","2018","9","Mercy","Brett Young","https://charts-static.billboard.com/img/2017/07/brett-young-9rw-53x53.jpg"
"hot-country-songs","2018","10","Up Down","Morgan Wallen Featuring Florida Georgia Line","https://charts-static.billboard.com/img/2017/11/morgan-wallen-ur7-53x53.jpg"
"hot-country-songs","2018","11","Most People Are Good","Luke Bryan","https://charts-static.billboard.com/img/2017/11/luke-bryan-kl4-53x53.jpg"
"hot-country-songs","2018","12","Take Back Home Girl","Chris Lane Featuring Tori Kelly","https://charts-static.billboard.com/img/2017/10/chris-lane-pi2-53x53.jpg"
"hot-country-songs","2018","13","Drowns The Whiskey","Jason Aldean Featuring Miranda Lambert","https://charts-static.billboard.com/img/2005/04/jason-aldean-uq3-53x53.jpg"
"hot-country-songs","2018","14","Break Up In The End","Cole Swindell","https://charts-static.billboard.com/img/2018/03/cole-swindell-lq3-53x53.jpg"
"hot-country-songs","2018","15","Broken Halos","Chris Stapleton","https://charts-static.billboard.com/img/2013/07/chris-stapleton-kx1-53x53.jpg"
"hot-country-songs","2018","16","Sunrise, Sunburn, Sunset","Luke Bryan","https://charts-static.billboard.com/img/2018/06/luke-bryan-qhx-sunrise-sunburn-sunset-k81-53x53.jpg"
"hot-country-songs","2018","17","Hooked","Dylan Scott","https://charts-static.billboard.com/img/2017/09/dylan-scott-26j-53x53.jpg"
"hot-country-songs","2018","18","Drunk Girl","Chris Janson","https://charts-static.billboard.com/img/2017/12/chris-janson-cex-53x53.jpg"
"hot-country-songs","2018","19","Singles You Up","Jordan Davis","https://charts-static.billboard.com/img/2017/07/jordan-davis-err-53x53.jpg"
"hot-country-songs","2018","20","Hotel Key","Old Dominion","https://charts-static.billboard.com/img/2018/03/old-dominion-umh-hotel-key-cpd-53x53.jpg"
"hot-country-songs","2018","21","Lose It","Kane Brown","https://charts-static.billboard.com/img/2018/06/kane-brown-k3k-53x53.jpg"
"hot-country-songs","2018","22","Five More Minutes","Scotty McCreery","https://charts-static.billboard.com/img/2017/05/scotty-mccreery-qgz-53x53.jpg"
"hot-country-songs","2018","23","She Got The Best Of Me","Luke Combs","https://charts-static.billboard.com/img/2018/06/luke-combs-y14-53x53.jpg"
"hot-country-songs","2018","24","I Was Jack (You Were Diane)","Jake Owen","https://charts-static.billboard.com/img/2018/03/jake-owen-17q-53x53.jpg"
"hot-country-songs","2018","25","Life Changes","Thomas Rhett","https://charts-static.billboard.com/img/2017/09/thomas-rhett-r0o-53x53.jpg"
"hot-country-songs","2018","26","Beautiful Crazy","Luke Combs","https://charts-static.billboard.com/img/2018/05/luke-combs-y14-53x53.jpg"
"hot-country-songs","2018","27","I Lived It","Blake Shelton","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs","2018","28","Woman, Amen","Dierks Bentley","https://charts-static.billboard.com/img/2018/01/dierks-bentley-yjg-53x53.jpg"
"hot-country-songs","2018","29","All On Me","Devin Dawson","https://charts-static.billboard.com/img/2017/03/devin-dawson-oxt-53x53.jpg"
"hot-country-songs","2018","30","Blue Tacoma","Russell Dickerson","https://charts-static.billboard.com/img/2018/03/russell-dickerson-msy-53x53.jpg"
"hot-country-songs","2018","31","Yours","Russell Dickerson","https://charts-static.billboard.com/img/2017/05/russell-dickerson-ub7-53x53.jpg"
"hot-country-songs","2018","32","Speechless","Dan + Shay","https://charts-static.billboard.com/img/2018/06/dan-shay-aqf-speechless-mhy-53x53.jpg"
"hot-country-songs","2018","33","Hangin' On","Chris Young","https://charts-static.billboard.com/img/2017/10/chris-young-obk-53x53.jpg"
"hot-country-songs","2018","34","The Long Way","Brett Eldredge","https://charts-static.billboard.com/img/2017/06/brett-eldredge-7y9-the-long-way-31v-53x53.jpg"
"hot-country-songs","2018","35","Babe","Sugarland Featuring Taylor Swift","https://charts-static.billboard.com/img/2018/04/sugarland-661-53x53.jpg"
"hot-country-songs","2018","36","Written In The Sand","Old Dominion","https://charts-static.billboard.com/img/2017/07/old-dominion-umh-written-in-the-sand-p4k-53x53.jpg"
"hot-country-songs","2018","37","What Ifs","Kane Brown Featuring Lauren Alaina","https://charts-static.billboard.com/img/2016/12/kane-brown-ndj-what-ifs-f3o-53x53.jpg"
"hot-country-songs","2018","38","Everything's Gonna Be Alright","David Lee Murphy & Kenny Chesney","https://charts-static.billboard.com/img/2017/11/david-lee-murphy-cdr-53x53.jpg"
"hot-country-songs","2018","39","Cry Pretty","Carrie Underwood","https://charts-static.billboard.com/img/2018/04/carrie-underwood-ko6-53x53.jpg"
"hot-country-songs","2018","40","For The First Time","Darius Rucker","https://charts-static.billboard.com/img/2017/08/darius-rucker-iex-53x53.jpg"
"hot-country-songs","2018","41","Greatest Love Story","LANCO","https://charts-static.billboard.com/img/2017/03/lanco-v28-53x53.jpg"
"hot-country-songs","2018","42","Kiss Somebody","Morgan Evans","https://charts-static.billboard.com/img/2017/11/morgan-evans-jmz-53x53.jpg"
"hot-country-songs","2018","43","Best Shot","Jimmie Allen","https://charts-static.billboard.com/img/2018/02/jimmie-allen-5y0-best-shot-gdr-53x53.jpg"
"hot-country-songs","2018","44","Rich","Maren Morris","https://charts-static.billboard.com/img/2018/02/maren-morris-knd-53x53.jpg"
"hot-country-songs","2018","45","Coming Home","Keith Urban Featuring Julia Michaels","https://charts-static.billboard.com/img/2018/03/keith-urban-g8p-53x53.jpg"
"hot-country-songs","2018","46","Body Like A Back Road","Sam Hunt","https://charts-static.billboard.com/img/2017/02/sam-hunt-2mf-53x53.jpg"
"hot-country-songs","2018","47","I'll Name The Dogs","Blake Shelton","https://charts-static.billboard.com/img/2017/09/blake-shelton-22w-53x53.jpg"
"hot-country-songs","2018","48","You Broke Up With Me","Walker Hayes","https://charts-static.billboard.com/img/2017/05/walker-hayes-hyp-53x53.jpg"
"hot-country-songs","2018","49","Born To Love You","LANCO","https://charts-static.billboard.com/img/2018/02/lanco-v28-53x53.jpg"
"hot-country-songs","2018","50","Drunk Me","Mitchell Tenpenny","https://charts-static.billboard.com/img/2018/04/mitchell-tenpenny-enk-53x53.jpg"
"hot-country-songs","2018","51","Like I Loved You","Brett Young","https://charts-static.billboard.com/img/2017/07/brett-young-9rw-53x53.jpg"
"hot-country-songs","2018","52","Desperate Man","Eric Church","https://charts-static.billboard.com/img/2018/07/eric-church-3cj-53x53.jpg"
"hot-country-songs","2018","53","She's With Me","High Valley","https://charts-static.billboard.com/img/2015/06/high-valley-mqq-53x53.jpg"
"hot-country-songs","2018","54","Losing Sleep","Chris Young","https://charts-static.billboard.com/img/2017/05/chris-young-obk-53x53.jpg"
"hot-country-songs","2018","55","Heart Break","Lady Antebellum","https://charts-static.billboard.com/img/2017/06/lady-antebellum-cdm-53x53.jpg"
"hot-country-songs","2018","56","Female","Keith Urban","https://charts-static.billboard.com/img/2017/11/keith-urban-t54-53x53.jpg"
"hot-country-songs","2018","57","Millionaire","Chris Stapleton","https://charts-static.billboard.com/img/2017/11/chris-stapleton-ha2-53x53.jpg"
"hot-country-songs","2018","58","Unforgettable","Thomas Rhett","https://charts-static.billboard.com/img/2017/08/thomas-rhett-2w0-53x53.jpg"
"hot-country-songs","2018","59","Boy","Lee Brice","https://charts-static.billboard.com/img/2017/06/lee-brice-qkz-boy-qdm-53x53.jpg"
"hot-country-songs","2018","60","Get To You","Michael Ray","https://charts-static.billboard.com/img/2017/08/michael-ray-8ci-53x53.jpg"
"hot-country-songs","2018","61","Hide The Wine","Carly Pearce","https://charts-static.billboard.com/img/2017/12/carly-pearce-rdp-53x53.jpg"
"hot-country-songs","2018","62","Legends","Kelsea Ballerini","https://charts-static.billboard.com/img/2017/06/kelsea-ballerini-1bk-53x53.jpg"
"hot-country-songs","2018","63","Round Here Buzz","Eric Church","https://charts-static.billboard.com/img/2017/04/eric-church-hb2-53x53.jpg"
"hot-country-songs","2018","64","Light It Up","Luke Bryan","https://charts-static.billboard.com/img/2017/09/luke-bryan-kl4-53x53.jpg"
"hot-country-songs","2018","65","When It Rains It Pours","Luke Combs","https://charts-static.billboard.com/img/2015/07/luke-combs-jfp-53x53.jpg"
"hot-country-songs","2018","66","Burning Man","Dierks Bentley Featuring Brothers Osborne","https://charts-static.billboard.com/img/2018/06/dierks-bentley-yjg-53x53.jpg"
"hot-country-songs","2018","67","Happens Like That","Granger Smith","https://charts-static.billboard.com/img/2017/07/granger-smith-ryt-53x53.jpg"
"hot-country-songs","2018","68","All Day Long","Garth Brooks","https://charts-static.billboard.com/img/2018/06/garth-brooks-vps-53x53.jpg"
"hot-country-songs","2018","69","Last Shot","Kip Moore","https://charts-static.billboard.com/img/2017/12/kip-moore-fzz-53x53.jpg"
"hot-country-songs","2018","70","I Could Use A Love Song","Maren Morris","https://charts-static.billboard.com/img/2017/03/maren-morris-eyk-53x53.jpg"
"hot-country-songs","2018","71","Kinda Don't Care","Justin Moore","https://charts-static.billboard.com/img/2016/12/justin-moore-mtw-53x53.jpg"
"hot-country-songs","2018","72","Downtown's Dead","Sam Hunt","https://charts-static.billboard.com/img/2018/05/sam-hunt-2mf-344x344.jpg"
"hot-country-songs","2018","73","I Hate Love Songs","Kelsea Ballerini","https://charts-static.billboard.com/img/2017/11/kelsea-ballerini-1bk-53x53.jpg"
"hot-country-songs","2018","74","A Girl Like You","Easton Corbin","https://charts-static.billboard.com/img/2017/02/easton-corbin-bi6-53x53.jpg"
"hot-country-songs","2018","75","Shoot Me Straight","Brothers Osborne","https://charts-static.billboard.com/img/2018/01/brothers-osborne-fo0-53x53.jpg"
"hot-country-songs","2018","76","She Ain't In It","Jon Pardi","https://charts-static.billboard.com/img/2017/11/jon-pardi-trs-53x53.jpg"
"hot-country-songs","2018","77","Criminal","Lindsay Ell","https://charts-static.billboard.com/img/2017/12/lindsay-ell-n1u-53x53.jpg"
"hot-country-songs","2018","78","Ones That Like Me","Brantley Gilbert","https://charts-static.billboard.com/img/2017/07/brantley-gilbert-iis-53x53.jpg"
"hot-country-songs","2018","79","Burn Out","Midland","https://charts-static.billboard.com/img/2018/04/midland-b3d-53x53.jpg"
"hot-country-songs","2018","80","Good Girl","Dustin Lynch","https://charts-static.billboard.com/img/2018/05/dustin-lynch-wz1-53x53.jpg"
"hot-country-songs","2018","81","The Rest Of Our Life","Tim McGraw & Faith Hill","https://charts-static.billboard.com/img/2017/10/tim-mcgraw-eb5-53x53.jpg"
"hot-country-songs","2018","82","Take It From Me","Jordan Davis","https://charts-static.billboard.com/img/2018/05/jordan-davis-err-53x53.jpg"
"hot-country-songs","2018","83","Must've Never Met You","Luke Combs","https://charts-static.billboard.com/img/2018/06/luke-combs-y14-53x53.jpg"
"hot-country-songs","2018","84","Three Chords & The Truth","Chase Rice","https://charts-static.billboard.com/img/2017/09/chase-rice-olm-53x53.jpg"
"hot-country-songs","2018","85","Make A Little","Midland","https://charts-static.billboard.com/img/2017/10/midland-b3d-53x53.jpg"
"hot-country-songs","2018","86","Turnin' Me On","Blake Shelton","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs","2018","87","This Is It","Scotty McCreery","https://charts-static.billboard.com/img/2018/03/scotty-mccreery-qgz-53x53.jpg"
"hot-country-songs","2018","88","Houston, We Got A Problem","Luke Combs","https://charts-static.billboard.com/img/2018/06/luke-combs-y14-53x53.jpg"
"hot-country-songs","2018","89","I'd Be Jealous Too","Dustin Lynch","https://charts-static.billboard.com/img/2017/11/dustin-lynch-wz1-53x53.jpg"
"hot-country-songs","2018","90","Down To The Honkytonk","Jake Owen","https://charts-static.billboard.com/img/2018/08/jake-owen-17q-53x53.jpg"
"hot-country-songs","2018","91","Famous","Mason Ramsey","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs","2018","92","Outta Style","Aaron Watson","https://charts-static.billboard.com/img/2016/12/aaron-watson-r01-53x53.jpg"
"hot-country-songs","2018","93","A Little Dive Bar In Dahlonega","Ashley McBryde","https://charts-static.billboard.com/img/2017/12/ashley-mcbryde-v1u-53x53.jpg"
"hot-country-songs","2018","94","David Ashley Parker From Powder Springs","Travis Denning","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs","2018","95","Doin' Fine","Lauren Alaina","https://charts-static.billboard.com/img/2017/06/lauren-alaina-50m-53x53.jpg"
"hot-country-songs","2018","96","The Difference","Tyler Rich","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs","2018","97","On My Way To You","Cody Johnson","https://charts-static.billboard.com/img/2018/08/cody-johnson-x5u-53x53.jpg"
"hot-country-songs","2018","98","Love Wins","Carrie Underwood","https://charts-static.billboard.com/img/2018/09/carrie-underwood-pka-53x53.jpg"
"hot-country-songs","2018","99","Girl Like You","Jason Aldean","https://charts-static.billboard.com/img/2018/04/jason-aldean-jfn-53x53.jpg"
"hot-country-songs","2018","100","Caught Up In The Country","Rodney Atkins Featuring The Fisk Jubilee Singers","https://charts-static.billboard.com/img/2018/04/rodney-atkins-r4o-53x53.jpg"
"hot-country-songs","2019","1","Whiskey Glasses","Morgan Wallen","https://charts-static.billboard.com/img/2018/09/morgan-wallen-ur7-53x53.jpg"
"hot-country-songs","2019","2","Speechless","Dan + Shay","https://charts-static.billboard.com/img/2018/06/dan-shay-aqf-speechless-mhy-53x53.jpg"
"hot-country-songs","2019","3","God's Country","Blake Shelton","https://charts-static.billboard.com/img/2019/04/blake-shelton-22w-gods-country-jd3-53x53.jpg"
"hot-country-songs","2019","4","Beautiful Crazy","Luke Combs","https://charts-static.billboard.com/img/2018/05/luke-combs-y14-53x53.jpg"
"hot-country-songs","2019","5","Beer Never Broke My Heart","Luke Combs","https://charts-static.billboard.com/img/2019/05/luke-combs-y14-beer-never-broke-my-heart-0f7-53x53.jpg"
"hot-country-songs","2019","6","The Git Up","Blanco Brown","https://charts-static.billboard.com/img/2019/06/blanco-brown-126-the-git-up-01x-53x53.jpg"
"hot-country-songs","2019","7","Tequila","Dan + Shay","https://charts-static.billboard.com/img/2018/01/dan-shay-aqf-tequila-6pp-53x53.jpg"
"hot-country-songs","2019","8","Rumor","Lee Brice","https://charts-static.billboard.com/img/2018/09/lee-brice-vbm-rumor-yhe-53x53.jpg"
"hot-country-songs","2019","9","Knockin' Boots","Luke Bryan","https://charts-static.billboard.com/img/2019/04/luke-bryan-qhx-knockin-boots-28u-53x53.jpg"
"hot-country-songs","2019","10","Meant To Be","Bebe Rexha & Florida Georgia Line","https://charts-static.billboard.com/img/2017/10/bebe-rexha-8wm-53x53.jpg"
"hot-country-songs","2019","11","Look What God Gave Her","Thomas Rhett","https://charts-static.billboard.com/img/2019/03/thomas-rhett-2w0-look-what-god-gave-her-fdw-53x53.jpg"
"hot-country-songs","2019","12","Talk You Out Of It","Florida Georgia Line","https://charts-static.billboard.com/img/2018/07/florida-georgia-line-wbf-talk-you-out-of-it-id2-53x53.jpg"
"hot-country-songs","2019","13","Good As You","Kane Brown","https://charts-static.billboard.com/img/2018/11/kane-brown-k3k-53x53.jpg"
"hot-country-songs","2019","14","I Don't Know About You","Chris Lane","https://charts-static.billboard.com/img/2018/07/chris-lane-pi2-53x53.jpg"
"hot-country-songs","2019","15","All To Myself","Dan + Shay","https://charts-static.billboard.com/img/2018/05/dan-shay-aqf-all-to-myself-wdv-53x53.jpg"
"hot-country-songs","2019","16","GIRL","Maren Morris","https://charts-static.billboard.com/img/2019/01/maren-morris-knd-girl-qts-53x53.jpg"
"hot-country-songs","2019","17","Miss Me More","Kelsea Ballerini","https://charts-static.billboard.com/img/2017/11/kelsea-ballerini-1bk-53x53.jpg"
"hot-country-songs","2019","18","What Happens In A Small Town","Brantley Gilbert + Lindsay Ell","https://charts-static.billboard.com/img/2018/12/brantley-gilbert-iis-what-happens-in-a-small-town-3cd-53x53.jpg"
"hot-country-songs","2019","19","Prayed For You","Matt Stell","https://charts-static.billboard.com/img/2019/01/matt-stell-000-prayed-for-you-6pj-53x53.jpg"
"hot-country-songs","2019","20","Eyes On You","Chase Rice","https://charts-static.billboard.com/img/2018/05/chase-rice-olm-53x53.jpg"
"hot-country-songs","2019","21","One Thing Right","Marshmello & Kane Brown","https://charts-static.billboard.com/img/2019/07/marshmello-9ph-one-thing-right-e6g-53x53.jpg"
"hot-country-songs","2019","22","She Got The Best Of Me","Luke Combs","https://charts-static.billboard.com/img/2018/06/luke-combs-y14-53x53.jpg"
"hot-country-songs","2019","23","Rearview Town","Jason Aldean","https://charts-static.billboard.com/img/2018/03/jason-aldean-sa0-rearview-town-ryu-53x53.jpg"
"hot-country-songs","2019","24","Here Tonight","Brett Young","https://charts-static.billboard.com/img/2018/09/brett-young-9rw-53x53.jpg"
"hot-country-songs","2019","25","The Bones","Maren Morris","https://charts-static.billboard.com/img/2019/03/maren-morris-knd-the-bones-u43-53x53.jpg"
"hot-country-songs","2019","26","One Man Band","Old Dominion","https://charts-static.billboard.com/img/2019/02/old-dominion-umh-one-man-band-kmy-53x53.jpg"
"hot-country-songs","2019","27","On My Way To You","Cody Johnson","https://charts-static.billboard.com/img/2018/08/cody-johnson-x5u-53x53.jpg"
"hot-country-songs","2019","28","This Is It","Scotty McCreery","https://charts-static.billboard.com/img/2018/03/scotty-mccreery-qgz-53x53.jpg"
"hot-country-songs","2019","29","Love You Too Late","Cole Swindell","https://charts-static.billboard.com/img/2018/07/cole-swindell-lq3-love-you-too-late-2tc-53x53.jpg"
"hot-country-songs","2019","30","The Ones That Didn't Make It Back Home","Justin Moore","https://charts-static.billboard.com/img/2018/11/justin-moore-mtw-the-ones-that-didnt-make-it-back-home-wsx-53x53.jpg"
"hot-country-songs","2019","31","Every Little Thing","Russell Dickerson","https://charts-static.billboard.com/img/2018/12/russell-dickerson-msy-every-little-thing-pei-53x53.jpg"
"hot-country-songs","2019","32","Night Shift","Jon Pardi","https://charts-static.billboard.com/img/2018/08/jon-pardi-trs-53x53.jpg"
"hot-country-songs","2019","33","Girl Like You","Jason Aldean","https://charts-static.billboard.com/img/2018/04/jason-aldean-jfn-53x53.jpg"
"hot-country-songs","2019","34","Good Vibes","Chris Janson","https://charts-static.billboard.com/img/2019/03/chris-janson-cex-good-vibes-b5u-53x53.jpg"
"hot-country-songs","2019","35","Living","Dierks Bentley","https://charts-static.billboard.com/img/2018/05/dierks-bentley-yjg-53x53.jpg"
"hot-country-songs","2019","36","Make It Sweet","Old Dominion","https://charts-static.billboard.com/img/2018/10/old-dominion-umh-make-it-sweet-orn-53x53.jpg"
"hot-country-songs","2019","37","Some Of It","Eric Church","https://charts-static.billboard.com/img/2019/01/eric-church-3cj-53x53.jpg"
"hot-country-songs","2019","38","Even Though I'm Leaving","Luke Combs","https://charts-static.billboard.com/img/2019/06/luke-combs-y14-even-though-im-leaving-1hd-53x53.jpg"
"hot-country-songs","2019","39","What If I Never Get Over You","Lady Antebellum","https://charts-static.billboard.com/img/2019/05/lady-antebellum-cdm-what-if-i-never-get-over-you-ibu-53x53.jpg"
"hot-country-songs","2019","40","Millionaire","Chris Stapleton","https://charts-static.billboard.com/img/2017/11/chris-stapleton-ha2-53x53.jpg"
"hot-country-songs","2019","41","Southbound","Carrie Underwood","https://charts-static.billboard.com/img/2019/05/carrie-underwood-pka-southbound-q49-53x53.jpg"
"hot-country-songs","2019","42","Raised On Country","Chris Young","https://charts-static.billboard.com/img/2019/01/chris-young-oah-raised-on-country-86y-53x53.jpg"
"hot-country-songs","2019","43","We Were","Keith Urban","https://charts-static.billboard.com/img/2019/05/keith-urban-t54-we-were-1zz-53x53.jpg"
"hot-country-songs","2019","44","Take It From Me","Jordan Davis","https://charts-static.billboard.com/img/2018/05/jordan-davis-err-53x53.jpg"
"hot-country-songs","2019","45","Love Someone","Brett Eldredge","https://charts-static.billboard.com/img/2017/07/brett-eldredge-jia-53x53.jpg"
"hot-country-songs","2019","46","10,000 Hours","Dan + Shay & Justin Bieber","https://charts-static.billboard.com/img/2019/10/dan-shay-aqf-10000-hours-e1h-53x53.jpg"
"hot-country-songs","2019","47","Best Shot","Jimmie Allen","https://charts-static.billboard.com/img/2018/02/jimmie-allen-5y0-best-shot-gdr-53x53.jpg"
"hot-country-songs","2019","48","Down To The Honkytonk","Jake Owen","https://charts-static.billboard.com/img/2018/08/jake-owen-17q-53x53.jpg"
"hot-country-songs","2019","49","Love Ain't","Eli Young Band","https://charts-static.billboard.com/img/2018/06/eli-young-band-8g9-love-aint-gr8-53x53.jpg"
"hot-country-songs","2019","50","Love Wins","Carrie Underwood","https://charts-static.billboard.com/img/2018/09/carrie-underwood-pka-53x53.jpg"
"hot-country-songs","2019","51","Lose It","Kane Brown","https://charts-static.billboard.com/img/2018/06/kane-brown-k3k-53x53.jpg"
"hot-country-songs","2019","52","What Makes You Country","Luke Bryan","https://charts-static.billboard.com/img/2017/10/luke-bryan-kl4-53x53.jpg"
"hot-country-songs","2019","53","There Was This Girl","Riley Green","https://charts-static.billboard.com/img/2018/07/riley-green-000-there-was-this-girl-y0e-53x53.jpg"
"hot-country-songs","2019","54","Tip Of My Tongue","Kenny Chesney","https://charts-static.billboard.com/img/2019/07/kenny-chesney-0nz-tip-of-my-tongue-1qs-53x53.jpg"
"hot-country-songs","2019","55","Burning Man","Dierks Bentley Featuring Brothers Osborne","https://charts-static.billboard.com/img/2018/06/dierks-bentley-yjg-53x53.jpg"
"hot-country-songs","2019","56","Sixteen","Thomas Rhett","https://charts-static.billboard.com/img/2012/02/thomas-rhett-gl5-53x53.jpg"
"hot-country-songs","2019","57","Drunk Me","Mitchell Tenpenny","https://charts-static.billboard.com/img/2018/04/mitchell-tenpenny-enk-53x53.jpg"
"hot-country-songs","2019","58","Ridin' Roads","Dustin Lynch","https://charts-static.billboard.com/img/2019/03/dustin-lynch-wz1-ridin-roads-fgt-53x53.jpg"
"hot-country-songs","2019","59","Buy My Own Drinks","Runaway June","https://charts-static.billboard.com/img/2018/09/runaway-june-fkp-buy-my-own-drinks-4te-53x53.jpg"
"hot-country-songs","2019","60","One That Got Away","Michael Ray","https://charts-static.billboard.com/img/2018/07/michael-ray-8ci-53x53.jpg"
"hot-country-songs","2019","61","Burn Out","Midland","https://charts-static.billboard.com/img/2018/04/midland-b3d-53x53.jpg"
"hot-country-songs","2019","62","To A T","Ryan Hurd","https://charts-static.billboard.com/img/2019/01/ryan-hurd-c9h-to-a-t-5o4-53x53.jpg"
"hot-country-songs","2019","63","Rednecker","HARDY","https://charts-static.billboard.com/img/2019/02/hardy-000-rednecker-d13-53x53.jpg"
"hot-country-songs","2019","64","Heartache Medication","Jon Pardi","https://charts-static.billboard.com/img/2019/06/jon-pardi-trs-heartache-medication-o99-53x53.jpg"
"hot-country-songs","2019","65","Thought About You","Tim McGraw","https://charts-static.billboard.com/img/2019/02/tim-mcgraw-j7r-thought-about-you-52f-53x53.jpg"
"hot-country-songs","2019","66","Remember You Young","Thomas Rhett","https://charts-static.billboard.com/img/2019/05/thomas-rhett-2w0-remember-you-young-u0z-53x53.jpg"
"hot-country-songs","2019","67","Caught Up In The Country","Rodney Atkins Featuring The Fisk Jubilee Singers","https://charts-static.billboard.com/img/2018/04/rodney-atkins-r4o-53x53.jpg"
"hot-country-songs","2019","68","It All Comes Out In The Wash","Miranda Lambert","https://charts-static.billboard.com/img/2019/07/miranda-lambert-miy-it-all-comes-out-in-the-wash-c19-53x53.jpg"
"hot-country-songs","2019","69","Back To Life","Rascal Flatts","https://charts-static.billboard.com/img/2018/10/rascal-flatts-box-back-to-life-e0l-53x53.jpg"
"hot-country-songs","2019","70","Every Little Honky Tonk Bar","George Strait","https://charts-static.billboard.com/img/2019/02/george-strait-6xj-53x53.jpg"
"hot-country-songs","2019","71","Dive Bar","Garth Brooks & Blake Shelton","https://charts-static.billboard.com/img/2019/06/garth-brooks-vps-dive-bar-6gl-53x53.jpg"
"hot-country-songs","2019","72","Good Girl","Dustin Lynch","https://charts-static.billboard.com/img/2018/05/dustin-lynch-wz1-53x53.jpg"
